timestep,source_node,destination_node,bandwidth_capacity,bandwidth_utilization,delay,packet_loss,jitter,throughput,queue_length,packet_rate
0,12,4,984.63,0.4436,1.88,0.0,0.82,436.82,0.0,36401.37
0,12,5,1007.86,0.481,2.09,0.0,0.92,484.78,0.0,40398.69
0,13,0,940.23,0.5565,1.92,0.0,1.14,523.27,0.0,43605.96
0,13,4,1099.03,0.4993,2.06,0.0,0.97,548.79,0.0,45732.85
0,14,0,987.62,0.5005,2.01,0.0,0.97,494.28,0.0,41189.81
0,14,8,924.2,0.4665,1.89,0.0,0.88,431.18,0.0,35931.86
1,0,1,953.4,0.3669,2.17,0.0,0.67,349.76,0.0,29146.99
1,0,2,1029.61,0.3841,2.04,0.0,0.8,395.46,0.0,32955.2
1,0,3,934.23,0.4787,2.09,0.0,0.89,447.19,0.0,37265.73
1,0,5,932.68,0.4704,1.95,0.0,0.93,438.77,0.0,36564.28
1,0,7,1097.9,0.406,2.06,0.0,0.84,445.71,0.0,37142.42
1,0,9,1011.39,0.4888,2.07,0.0,1.03,494.34,0.0,41195.07
1,0,10,1068.57,0.45,2.11,0.0,0.89,480.86,0.0,40071.7
1,0,11,945.81,0.4046,1.81,0.0,0.81,382.7,0.0,31891.55
1,0,13,963.09,0.3541,1.91,0.0,0.64,341.05,0.0,28420.84
1,0,14,942.2,0.4283,2.18,0.0,0.85,403.54,0.0,33628.1
1,1,0,1075.27,0.4465,1.93,0.0,0.87,480.06,0.0,40005.4
1,1,3,1031.09,0.4695,1.96,0.0,1.01,484.14,0.0,40345.28
1,1,4,1082.91,0.3719,1.98,0.0,0.75,402.77,0.0,33564.42
1,1,6,952.98,0.4687,1.9,0.0,0.99,446.62,0.0,37218.01
1,1,7,1012.27,0.3845,1.91,0.0,0.76,389.19,0.0,32432.28
1,1,8,1016.92,0.4507,2.16,0.0,0.84,458.32,0.0,38193.06
1,2,0,979.88,0.4646,1.89,0.0,0.99,455.27,0.0,37939.07
1,2,4,1099.51,0.4427,2.0,0.0,0.94,486.73,0.0,40560.83
1,3,0,918.18,0.4799,1.82,0.0,0.94,440.62,0.0,36718.5
1,3,1,921.93,0.4105,2.05,0.0,0.75,378.42,0.0,31535.23
1,3,8,1058.42,0.4506,1.97,0.0,0.9,476.88,0.0,39739.83
1,4,1,912.71,0.3593,1.95,0.0,0.72,327.94,0.0,27328.6
1,4,2,1099.22,0.3432,2.01,0.0,0.72,377.27,0.0,31439.43
1,4,5,1094.22,0.3304,2.14,0.0,0.67,361.55,0.0,30129.45
1,4,6,902.3,0.4851,2.09,0.0,0.97,437.68,0.0,36473.72
1,4,12,1036.34,0.4147,2.01,0.0,0.84,429.79,0.0,35815.82
1,4,13,953.37,0.4128,2.06,0.0,0.81,393.56,0.0,32796.57
1,5,0,922.31,0.3546,1.97,0.0,0.65,327.04,0.0,27253.0
1,5,4,990.74,0.4845,2.18,0.0,0.88,479.99,0.0,39999.2
1,5,11,1075.17,0.4769,1.91,0.0,1.04,512.73,0.0,42727.44
1,5,12,1000.12,0.3941,1.87,0.0,0.84,394.18,0.0,32848.34
1,6,1,1082.53,0.3302,2.15,0.0,0.63,357.47,0.0,29789.37
1,6,4,959.69,0.3338,2.06,0.0,0.72,320.33,0.0,26693.89
1,6,9,1021.79,0.439,1.86,0.0,0.88,448.62,0.0,37384.68
1,7,0,1052.5,0.4777,2.02,0.0,0.88,502.77,0.0,41897.64
1,7,1,1055.73,0.3869,2.01,0.0,0.83,408.42,0.0,34035.35
1,8,1,900.11,0.4259,1.93,0.0,0.87,383.35,0.0,31945.69
1,8,3,903.9,0.3465,2.17,0.0,0.75,313.18,0.0,26098.56
1,8,10,1075.74,0.4587,2.13,0.0,0.95,493.4,0.0,41116.84
1,8,14,961.5,0.3306,1.82,0.0,0.61,317.83,0.0,26485.84
1,9,0,1075.6,0.4413,2.18,0.0,0.9,474.67,0.0,39555.92
1,9,6,917.13,0.3341,1.99,0.0,0.71,306.39,0.0,25532.62
1,10,0,913.84,0.4493,2.1,0.0,0.97,410.55,0.0,34212.13
1,10,8,1053.17,0.3599,1.85,0.0,0.7,379.06,0.0,31588.57
1,11,0,995.06,0.4381,2.02,0.0,0.88,435.89,0.0,36323.99
1,11,5,953.01,0.4143,2.15,0.0,0.86,394.8,0.0,32900.34
1,12,4,984.63,0.4764,1.88,0.0,0.89,469.06,0.0,39088.3
1,12,5,1007.86,0.3577,2.09,0.0,0.77,360.54,0.0,30045.1
1,13,0,940.23,0.4501,1.92,0.0,0.95,423.15,0.0,35262.8
1,13,4,1099.03,0.4003,2.06,0.0,0.73,439.93,0.0,36661.11
1,14,0,987.62,0.4428,2.01,0.0,0.9,437.3,0.0,36441.8
1,14,8,924.2,0.479,1.89,0.0,0.93,442.7,0.0,36891.87
2,0,1,953.4,0.5356,2.17,0.0,1.05,510.69,0.0,42557.38
2,0,2,1029.61,0.5015,2.04,0.0,1.01,516.32,0.0,43026.59
2,0,3,934.23,0.4304,2.09,0.0,0.92,402.11,0.0,33508.99
2,0,5,932.68,0.4144,1.95,0.0,0.78,386.52,0.0,32210.05
2,0,7,1097.9,0.4049,2.06,0.0,0.77,444.53,0.0,37044.0
2,0,9,1011.39,0.5653,2.07,0.0,1.02,571.75,0.0,47646.09
2,0,10,1068.57,0.4665,2.11,0.0,0.86,498.54,0.0,41544.64
2,0,11,945.81,0.5592,1.81,0.0,1.01,528.88,0.0,44073.36
2,0,13,963.09,0.5185,1.91,0.0,0.97,499.32,0.0,41609.88
2,0,14,942.2,0.433,2.18,0.0,0.87,407.98,0.0,33998.18
2,1,0,1075.27,0.4798,1.93,0.0,1.05,515.95,0.0,42995.82
2,1,3,1031.09,0.472,1.96,0.0,0.98,486.68,0.0,40556.55
2,1,4,1082.91,0.4874,1.98,0.0,0.95,527.86,0.0,43988.46
2,1,6,952.98,0.5136,1.9,0.0,1.01,489.44,0.0,40786.35
2,1,7,1012.27,0.4522,1.91,0.0,0.94,457.72,0.0,38143.18
2,1,8,1016.92,0.4839,2.16,0.0,0.93,492.13,0.0,41010.69
2,2,0,979.88,0.4375,1.89,0.0,0.8,428.69,0.0,35723.85
2,2,4,1099.51,0.4963,2.0,0.0,1.06,545.7,0.0,45475.14
2,3,0,918.18,0.4449,1.82,0.0,0.91,408.51,0.0,34042.86
2,3,1,921.93,0.5643,2.05,0.0,1.04,520.2,0.0,43350.29
2,3,8,1058.42,0.3969,1.97,0.0,0.73,420.05,0.0,35003.94
2,4,1,912.71,0.5518,1.95,0.0,1.01,503.6,0.0,41966.93
2,4,2,1099.22,0.5655,2.01,0.0,1.23,621.58,0.0,51798.53
2,4,5,1094.22,0.5767,2.14,0.0,1.06,631.01,0.0,52583.91
2,4,6,902.3,0.4823,2.09,0.0,0.99,435.19,0.0,36265.68
2,4,12,1036.34,0.4061,2.01,0.0,0.89,420.84,0.0,35070.28
2,4,13,953.37,0.5089,2.06,0.0,0.92,485.19,0.0,40432.54
2,5,0,922.31,0.3914,1.97,0.0,0.76,360.99,0.0,30082.36
2,5,4,990.74,0.4903,2.18,0.0,0.98,485.76,0.0,40480.19
2,5,11,1075.17,0.4345,1.91,0.0,0.94,467.13,0.0,38927.64
2,5,12,1000.12,0.4251,1.87,0.0,0.8,425.16,0.0,35430.08
2,6,1,1082.53,0.454,2.15,0.0,0.86,491.49,0.0,40957.77
2,6,4,959.69,0.4096,2.06,0.0,0.78,393.09,0.0,32757.47
2,6,9,1021.79,0.477,1.86,0.0,0.87,487.41,0.0,40617.59
2,7,0,1052.5,0.4332,2.02,0.0,0.9,455.95,0.0,37996.09
2,7,1,1055.73,0.4618,2.01,0.0,0.98,487.54,0.0,40628.56
2,8,1,900.11,0.4621,1.93,0.0,0.91,415.92,0.0,34660.37
2,8,3,903.9,0.4255,2.17,0.0,0.77,384.64,0.0,32053.09
2,8,10,1075.74,0.447,2.13,0.0,0.93,480.88,0.0,40073.18
2,8,14,961.5,0.4659,1.82,0.0,0.98,447.97,0.0,37330.98
2,9,0,1075.6,0.5599,2.18,0.0,1.15,602.18,0.0,50181.72
2,9,6,917.13,0.5606,1.99,0.0,1.08,514.19,0.0,42848.89
2,10,0,913.84,0.4615,2.1,0.0,0.98,421.71,0.0,35142.89
2,10,8,1053.17,0.416,1.85,0.0,0.85,438.13,0.0,36510.65
2,11,0,995.06,0.4943,2.02,0.0,1.01,491.83,0.0,40986.2
2,11,5,953.01,0.5054,2.15,0.0,1.02,481.69,0.0,40141.19
2,12,4,984.63,0.4955,1.88,0.0,0.94,487.84,0.0,40653.09
2,12,5,1007.86,0.5496,2.09,0.0,1.09,553.95,0.0,46162.64
2,13,0,940.23,0.4414,1.92,0.0,0.93,415.04,0.0,34586.67
2,13,4,1099.03,0.4083,2.06,0.0,0.85,448.78,0.0,37398.06
2,14,0,987.62,0.4185,2.01,0.0,0.81,413.31,0.0,34442.11
2,14,8,924.2,0.4004,1.89,0.0,0.85,370.06,0.0,30837.93
3,0,1,953.4,0.4488,2.17,0.0,0.86,427.87,0.0,35655.78
3,0,2,1029.61,0.4481,2.04,0.0,0.89,461.34,0.0,38444.67
3,0,3,934.23,0.4265,2.09,0.0,0.78,398.45,0.0,33204.01
3,0,5,932.68,0.4548,1.95,0.0,0.88,424.23,0.0,35352.31
3,0,7,1097.9,0.447,2.06,0.0,0.82,490.77,0.0,40897.48
3,0,9,1011.39,0.4639,2.07,0.0,0.84,469.19,0.0,39099.24
3,0,10,1068.57,0.5062,2.11,0.0,0.97,540.91,0.0,45076.19
3,0,11,945.81,0.498,1.81,0.0,0.92,471.03,0.0,39252.39
3,0,13,963.09,0.3665,1.91,0.0,0.71,352.97,0.0,29414.2
3,0,14,942.2,0.5061,2.18,0.0,1.06,476.88,0.0,39739.61
3,1,0,1075.27,0.5354,1.93,0.0,0.97,575.7,0.0,47974.72
3,1,3,1031.09,0.4446,1.96,0.0,0.91,458.44,0.0,38203.52
3,1,4,1082.91,0.509,1.98,0.0,0.94,551.21,0.0,45934.56
3,1,6,952.98,0.4694,1.9,0.0,0.99,447.3,0.0,37275.19
3,1,7,1012.27,0.5225,1.91,0.0,1.09,528.86,0.0,44072.06
3,1,8,1016.92,0.4654,2.16,0.0,0.88,473.25,0.0,39437.52
3,2,0,979.88,0.4775,1.89,0.0,1.02,467.89,0.0,38991.21
3,2,4,1099.51,0.4869,2.0,0.0,1.02,535.39,0.0,44615.86
3,3,0,918.18,0.4658,1.82,0.0,0.85,427.72,0.0,35643.61
3,3,1,921.93,0.5144,2.05,0.0,1.01,474.28,0.0,39523.47
3,3,8,1058.42,0.4339,1.97,0.0,0.9,459.21,0.0,38267.8
3,4,1,912.71,0.5028,1.95,0.0,1.09,458.94,0.0,38244.63
3,4,2,1099.22,0.4973,2.01,0.0,0.93,546.59,0.0,45549.48
3,4,5,1094.22,0.4301,2.14,0.0,0.82,470.65,0.0,39220.98
3,4,6,902.3,0.387,2.09,0.0,0.82,349.23,0.0,29102.72
3,4,12,1036.34,0.5138,2.01,0.0,1.12,532.5,0.0,44375.31
3,4,13,953.37,0.52,2.06,0.0,0.96,495.78,0.0,41314.93
3,5,0,922.31,0.4489,1.97,0.0,0.82,414.0,0.0,34500.26
3,5,4,990.74,0.3988,2.18,0.0,0.84,395.11,0.0,32925.58
3,5,11,1075.17,0.4465,1.91,0.0,0.86,480.08,0.0,40006.74
3,5,12,1000.12,0.4215,1.87,0.0,0.82,421.54,0.0,35128.64
3,6,1,1082.53,0.4326,2.15,0.0,0.93,468.27,0.0,39022.54
3,6,4,959.69,0.4933,2.06,0.0,1.04,473.38,0.0,39448.46
3,6,9,1021.79,0.4744,1.86,0.0,0.98,484.71,0.0,40392.92
3,7,0,1052.5,0.5345,2.02,0.0,1.15,562.59,0.0,46882.83
3,7,1,1055.73,0.4628,2.01,0.0,0.97,488.61,0.0,40717.41
3,8,1,900.11,0.4858,1.93,0.0,1.03,437.23,0.0,36435.95
3,8,3,903.9,0.4043,2.17,0.0,0.83,365.43,0.0,30452.9
3,8,10,1075.74,0.4896,2.13,0.0,1.0,526.69,0.0,43891.06
3,8,14,961.5,0.5368,1.82,0.0,0.98,516.1,0.0,43008.47
3,9,0,1075.6,0.5066,2.18,0.0,1.1,544.94,0.0,45412.04
3,9,6,917.13,0.5069,1.99,0.0,1.1,464.86,0.0,38738.07
3,10,0,913.84,0.408,2.1,0.0,0.79,372.85,0.0,31070.54
3,10,8,1053.17,0.4122,1.85,0.0,0.85,434.08,0.0,36173.17
3,11,0,995.06,0.4417,2.02,0.0,0.8,439.49,0.0,36623.81
3,11,5,953.01,0.5101,2.15,0.0,1.02,486.16,0.0,40513.22
3,12,4,984.63,0.417,1.88,0.0,0.85,410.62,0.0,34218.02
3,12,5,1007.86,0.393,2.09,0.0,0.75,396.11,0.0,33008.94
3,13,0,940.23,0.4155,1.92,0.0,0.82,390.7,0.0,32558.56
3,13,4,1099.03,0.4763,2.06,0.0,1.02,523.43,0.0,43619.26
3,14,0,987.62,0.439,2.01,0.0,0.82,433.52,0.0,36126.37
3,14,8,924.2,0.399,1.89,0.0,0.79,368.76,0.0,30730.06
4,0,1,953.4,0.593,2.17,0.0,1.28,565.32,0.0,47110.25
4,0,2,1029.61,0.5784,2.04,0.0,1.13,595.54,0.0,49628.47
4,0,3,934.23,0.6668,2.09,0.0,1.36,622.92,0.0,51909.84
4,0,5,932.68,0.6787,1.95,0.0,1.45,632.97,0.0,52747.55
4,0,7,1097.9,0.6123,2.06,0.0,1.16,672.3,0.0,56024.71
4,0,9,1011.39,0.5044,2.07,0.0,1.01,510.16,0.0,42513.23
4,0,10,1068.57,0.4633,2.11,0.0,0.94,495.05,0.0,41253.87
4,0,11,945.81,0.5934,1.81,0.0,1.29,561.21,0.0,46767.88
4,0,13,963.09,0.559,1.91,0.0,1.01,538.37,0.0,44863.85
4,0,14,942.2,0.6448,2.18,0.0,1.18,607.55,0.0,50628.98
4,1,0,1075.27,0.5236,1.93,0.0,1.01,563.02,0.0,46917.99
4,1,3,1031.09,0.5801,1.96,0.0,1.24,598.11,0.0,49842.26
4,1,4,1082.91,0.6862,1.98,0.0,1.47,743.05,0.0,61921.18
4,1,6,952.98,0.521,1.9,0.0,0.97,496.47,0.0,41372.72
4,1,7,1012.27,0.6507,1.91,0.0,1.41,658.68,0.0,54889.7
4,1,8,1016.92,0.5243,2.16,0.0,1.05,533.15,0.0,44429.31
4,2,0,979.88,0.5287,1.89,0.0,1.16,518.02,0.0,43168.33
4,2,4,1099.51,0.4658,2.0,0.0,1.01,512.2,0.0,42683.33
4,3,0,918.18,0.6074,1.82,0.0,1.12,557.67,0.0,46472.15
4,3,1,921.93,0.6438,2.05,0.0,1.41,593.5,0.0,49458.14
4,3,8,1058.42,0.6247,1.97,0.0,1.24,661.22,0.0,55101.8
4,4,1,912.71,0.6046,1.95,0.0,1.13,551.79,0.0,45982.37
4,4,2,1099.22,0.619,2.01,0.0,1.23,680.41,0.0,56700.48
4,4,5,1094.22,0.5278,2.14,0.0,0.97,577.51,0.0,48125.68
4,4,6,902.3,0.5888,2.09,0.0,1.24,531.25,0.0,44271.23
4,4,12,1036.34,0.5218,2.01,0.0,1.05,540.76,0.0,45063.0
4,4,13,953.37,0.5084,2.06,0.0,0.94,484.66,0.0,40387.99
4,5,0,922.31,0.6595,1.97,0.0,1.25,608.23,0.0,50686.04
4,5,4,990.74,0.6138,2.18,0.0,1.23,608.15,0.0,50678.87
4,5,11,1075.17,0.5627,1.91,0.0,1.19,605.05,0.0,50420.69
4,5,12,1000.12,0.6914,1.87,0.0,1.32,691.52,0.0,57626.54
4,6,1,1082.53,0.5354,2.15,0.0,0.99,579.53,0.0,48294.46
4,6,4,959.69,0.5237,2.06,0.0,1.02,502.56,0.0,41880.03
4,6,9,1021.79,0.6814,1.86,0.0,1.25,696.2,0.0,58017.06
4,7,0,1052.5,0.6617,2.02,0.0,1.28,696.39,0.0,58032.48
4,7,1,1055.73,0.6887,2.01,0.0,1.48,727.09,0.0,60590.42
4,8,1,900.11,0.5726,1.93,0.0,1.07,515.38,0.0,42948.01
4,8,3,903.9,0.5011,2.17,0.0,0.96,452.92,0.0,37743.38
4,8,10,1075.74,0.5852,2.13,0.0,1.23,629.49,0.0,52457.69
4,8,14,961.5,0.5748,1.82,0.0,1.08,552.68,0.0,46056.73
4,9,0,1075.6,0.4721,2.18,0.0,0.87,507.82,0.0,42318.61
4,9,6,917.13,0.4794,1.99,0.0,0.91,439.72,0.0,36643.07
4,10,0,913.84,0.515,2.1,0.0,1.05,470.63,0.0,39218.86
4,10,8,1053.17,0.5427,1.85,0.0,1.13,571.56,0.0,47629.81
4,11,0,995.06,0.5947,2.02,0.0,1.23,591.75,0.0,49312.55
4,11,5,953.01,0.532,2.15,0.0,0.97,507.04,0.0,42253.12
4,12,4,984.63,0.5438,1.88,0.0,1.04,535.47,0.0,44622.62
4,12,5,1007.86,0.6064,2.09,0.0,1.12,611.22,0.0,50934.62
4,13,0,940.23,0.6115,1.92,0.0,1.24,574.92,0.0,47909.82
4,13,4,1099.03,0.6685,2.06,0.0,1.3,734.74,0.0,61228.17
4,14,0,987.62,0.5215,2.01,0.0,1.1,515.04,0.0,42919.8
4,14,8,924.2,0.5918,1.89,0.0,1.2,546.91,0.0,45576.01
5,0,1,953.4,0.4167,2.17,0.0,0.81,397.25,0.0,33104.48
5,0,2,1029.61,0.5547,2.04,0.0,1.09,571.15,0.0,47595.42
5,0,3,934.23,0.4759,2.09,0.0,0.94,444.63,0.0,37052.87
5,0,5,932.68,0.4024,1.95,0.0,0.78,375.35,0.0,31279.48
5,0,7,1097.9,0.5158,2.06,0.0,1.03,566.25,0.0,47187.4
5,0,9,1011.39,0.5421,2.07,0.0,1.06,548.26,0.0,45688.58
5,0,10,1068.57,0.3776,2.11,0.0,0.69,403.52,0.0,33626.46
5,0,11,945.81,0.4261,1.81,0.0,0.84,403.05,0.0,33587.5
5,0,13,963.09,0.5224,1.91,0.0,0.95,503.08,0.0,41923.01
5,0,14,942.2,0.5318,2.18,0.0,0.98,501.04,0.0,41753.75
5,1,0,1075.27,0.5492,1.93,0.0,1.05,590.58,0.0,49214.62
5,1,3,1031.09,0.5261,1.96,0.0,1.15,542.47,0.0,45205.91
5,1,4,1082.91,0.4984,1.98,0.0,0.99,539.71,0.0,44975.69
5,1,6,952.98,0.4178,1.9,0.0,0.84,398.13,0.0,33177.56
5,1,7,1012.27,0.5101,1.91,0.0,1.11,516.39,0.0,43032.14
5,1,8,1016.92,0.5462,2.16,0.0,1.18,555.43,0.0,46285.56
5,2,0,979.88,0.5145,1.89,0.0,1.04,504.17,0.0,42014.24
5,2,4,1099.51,0.4263,2.0,0.0,0.81,468.67,0.0,39056.14
5,3,0,918.18,0.5639,1.82,0.0,1.13,517.8,0.0,43150.31
5,3,1,921.93,0.4705,2.05,0.0,0.91,433.81,0.0,36150.46
5,3,8,1058.42,0.4065,1.97,0.0,0.89,430.23,0.0,35852.55
5,4,1,912.71,0.4938,1.95,0.0,0.9,450.7,0.0,37558.19
5,4,2,1099.22,0.5095,2.01,0.0,0.99,560.02,0.0,46668.28
5,4,5,1094.22,0.4905,2.14,0.0,1.02,536.77,0.0,44730.6
5,4,6,902.3,0.5074,2.09,0.0,1.04,457.86,0.0,38154.85
5,4,12,1036.34,0.4065,2.01,0.0,0.82,421.28,0.0,35106.71
5,4,13,953.37,0.4426,2.06,0.0,0.93,422.0,0.0,35166.54
5,5,0,922.31,0.4427,1.97,0.0,0.84,408.28,0.0,34023.38
5,5,4,990.74,0.476,2.18,0.0,1.02,471.64,0.0,39303.22
5,5,11,1075.17,0.4503,1.91,0.0,0.98,484.12,0.0,40343.4
5,5,12,1000.12,0.4445,1.87,0.0,0.81,444.54,0.0,37044.95
5,6,1,1082.53,0.5474,2.15,0.0,1.06,592.56,0.0,49379.88
5,6,4,959.69,0.4646,2.06,0.0,0.9,445.9,0.0,37158.71
5,6,9,1021.79,0.3939,1.86,0.0,0.77,402.53,0.0,33544.09
5,7,0,1052.5,0.5512,2.02,0.0,1.11,580.17,0.0,48347.09
5,7,1,1055.73,0.52,2.01,0.0,0.99,548.97,0.0,45747.15
5,8,1,900.11,0.4524,1.93,0.0,0.93,407.22,0.0,33935.29
5,8,3,903.9,0.4257,2.17,0.0,0.92,384.82,0.0,32067.92
5,8,10,1075.74,0.533,2.13,0.0,1.16,573.37,0.0,47781.24
5,8,14,961.5,0.4364,1.82,0.0,0.93,419.62,0.0,34968.39
5,9,0,1075.6,0.4146,2.18,0.0,0.78,445.99,0.0,37165.42
5,9,6,917.13,0.5606,1.99,0.0,1.18,514.14,0.0,42845.25
5,10,0,913.84,0.4995,2.1,0.0,1.05,456.49,0.0,38040.87
5,10,8,1053.17,0.5539,1.85,0.0,1.13,583.36,0.0,48613.64
5,11,0,995.06,0.4286,2.02,0.0,0.89,426.52,0.0,35543.35
5,11,5,953.01,0.4934,2.15,0.0,0.94,470.17,0.0,39181.0
5,12,4,984.63,0.555,1.88,0.0,1.17,546.45,0.0,45537.82
5,12,5,1007.86,0.4412,2.09,0.0,0.84,444.72,0.0,37059.65
5,13,0,940.23,0.3934,1.92,0.0,0.8,369.88,0.0,30823.34
5,13,4,1099.03,0.4508,2.06,0.0,0.86,495.5,0.0,41291.34
5,14,0,987.62,0.3947,2.01,0.0,0.79,389.83,0.0,32485.59
5,14,8,924.2,0.4606,1.89,0.0,0.84,425.67,0.0,35472.63
6,0,1,953.4,0.5647,2.17,0.0,1.14,538.36,0.0,44863.26
6,0,2,1029.61,0.4435,2.04,0.0,0.82,456.64,0.0,38053.49
6,0,3,934.23,0.5097,2.09,0.0,1.06,476.21,0.0,39684.26
6,0,5,932.68,0.5029,1.95,0.0,0.97,469.01,0.0,39084.06
6,0,7,1097.9,0.4292,2.06,0.0,0.93,471.18,0.0,39265.12
6,0,9,1011.39,0.584,2.07,0.0,1.1,590.69,0.0,49224.12
6,0,10,1068.57,0.556,2.11,0.0,1.17,594.18,0.0,49514.77
6,0,11,945.81,0.5729,1.81,0.0,1.07,541.83,0.0,45152.64
6,0,13,963.09,0.4874,1.91,0.0,1.07,469.42,0.0,39118.06
6,0,14,942.2,0.5371,2.18,0.0,1.15,506.04,0.0,42170.04
6,1,0,1075.27,0.419,1.93,0.0,0.77,450.5,0.0,37541.45
6,1,3,1031.09,0.5516,1.96,0.0,1.14,568.73,0.0,47394.54
6,1,4,1082.91,0.5452,1.98,0.0,1.03,590.42,0.0,49201.6
6,1,6,952.98,0.4563,1.9,0.0,0.91,434.81,0.0,36234.18
6,1,7,1012.27,0.5722,1.91,0.0,1.22,579.2,0.0,48266.87
6,1,8,1016.92,0.5513,2.16,0.0,1.03,560.6,0.0,46717.07
6,2,0,979.88,0.5981,1.89,0.0,1.13,586.11,0.0,48842.15
6,2,4,1099.51,0.556,2.0,0.0,1.02,611.33,0.0,50943.93
6,3,0,918.18,0.5001,1.82,0.0,0.91,459.17,0.0,38263.83
6,3,1,921.93,0.4128,2.05,0.0,0.83,380.55,0.0,31712.83
6,3,8,1058.42,0.5359,1.97,0.0,1.0,567.18,0.0,47264.9
6,4,1,912.71,0.4536,1.95,0.0,0.84,413.97,0.0,34497.76
6,4,2,1099.22,0.4966,2.01,0.0,1.03,545.92,0.0,45493.4
6,4,5,1094.22,0.4489,2.14,0.0,0.86,491.15,0.0,40929.26
6,4,6,902.3,0.4386,2.09,0.0,0.85,395.73,0.0,32977.78
6,4,12,1036.34,0.4221,2.01,0.0,0.82,437.42,0.0,36451.96
6,4,13,953.37,0.4537,2.06,0.0,0.97,432.58,0.0,36048.19
6,5,0,922.31,0.4258,1.97,0.0,0.81,392.72,0.0,32726.64
6,5,4,990.74,0.4106,2.18,0.0,0.85,406.76,0.0,33896.66
6,5,11,1075.17,0.5999,1.91,0.0,1.3,645.04,0.0,53753.48
6,5,12,1000.12,0.4884,1.87,0.0,0.99,488.43,0.0,40702.49
